/home/user/dataset/DFEW/image/02522 66 4 0.133,0.042,0.353,0.047,0.0,0.432,0.049,0.783,0.112,0.0,0.132,0.635,0.098,0.076,0.545,0.361,0.641, 0.015,0.076,1.0,0.227,0.0,0.939,0.0,0.636,0.061,0.0,0.152,0.288,0.0,0.121,0.303,0.121,0.0,0.136,
/home/user/dataset/DFEW/image/02536 65 4 0.389,0.11,0.75,0.054,0.472,0.464,0.19,0.707,0.4,0.205,0.478,0.912,0.126,0.199,0.599,1.332,0.284, 0.538,0.323,0.338,0.015,0.615,0.446,0.092,0.154,0.277,0.523,0.492,0.262,0.246,0.369,0.046,0.092,0.154,0.077,
/home/user/dataset/DFEW/image/02578 51 3 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
/home/user/dataset/DFEW/image/02581 27 4 1.123,0.28,0.676,0.06,0.002,0.001,0.071,0.024,0.008,0.166,1.098,0.604,0.258,0.446,1.261,1.267,0.246, 0.519,0.37,0.889,0.407,0.0,0.0,0.222,0.0,0.0,0.0,0.37,0.444,0.074,0.0,0.444,0.444,0.0,0.407,
/home/user/dataset/DFEW/image/02588 48 3 0.184,0.071,0.929,0.141,0.735,1.335,0.144,2.16,0.775,0.512,0.215,0.558,0.156,0.205,0.576,0.588,0.099, 0.479,0.458,1.0,0.333,0.271,0.75,0.354,0.583,0.354,0.062,0.167,0.521,0.0,0.771,0.396,0.188,0.0,0.021,
/home/user/dataset/DFEW/image/02595 60 4 0.137,0.057,1.471,0.026,0.764,1.916,0.031,0.762,1.156,1.341,0.136,0.329,0.116,0.082,0.266,0.26,0.144, 0.183,0.017,1.0,0.0,0.967,1.0,0.0,1.0,1.0,1.0,0.0,0.2,0.1,0.0,0.2,0.0,0.0,0.0,
/home/user/dataset/DFEW/image/02630 71 3 0.097,0.155,0.682,0.028,0.0,1.826,0.058,0.005,0.0,0.0,0.145,0.251,0.089,0.104,0.67,0.434,0.112, 0.254,0.254,0.944,0.0,0.0,0.056,0.0,0.0,0.0,0.0,0.042,0.127,0.0,0.0,0.254,0.056,0.0,0.296,
/home/user/dataset/DFEW/image/02636 91 3 0.095,0.055,0.725,0.026,0.0,0.002,0.074,0.315,0.01,0.001,0.114,0.34,0.063,0.057,0.169,0.287,0.091, 0.0,0.0,0.242,1.0,0.0,1.0,0.033,0.418,0.0,0.0,0.055,0.22,0.165,0.0,0.0,0.0,0.0,0.011,
/home/user/dataset/DFEW/image/02638 35 3 0.089,0.053,0.0,0.029,0.0,0.003,0.019,0.006,0.0,0.0,0.146,0.286,0.03,0.042,0.163,0.27,0.037, 0.0,0.0,0.429,0.314,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.057,
/home/user/dataset/DFEW/image/02661 97 3 0.235,0.182,0.438,0.045,0.003,0.106,0.038,0.144,0.0,0.002,0.23,0.423,0.13,0.098,0.26,0.432,0.211, 0.351,0.227,0.268,0.546,0.0,0.289,0.062,0.0,0.0,0.0,0.526,0.34,0.247,0.0,0.124,0.144,0.0,0.175,
/home/user/dataset/DFEW/image/02675 72 3 0.126,0.035,0.0,0.016,0.001,0.0,0.034,0.163,0.032,0.0,0.077,0.105,0.049,0.036,0.095,0.184,0.095, 0.0,0.194,0.389,0.0,0.0,0.139,0.0,0.0,0.0,0.0,0.083,0.139,0.0,0.0,0.014,0.0,0.0,0.097,
/home/user/dataset/DFEW/image/02677 55 3 0.283,0.049,0.679,0.059,0.0,0.525,0.077,0.424,0.002,0.066,0.115,0.197,0.054,0.051,0.236,0.374,0.179, 0.145,0.127,0.782,0.745,0.0,0.345,0.036,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.073,0.0,0.073,
/home/user/dataset/DFEW/image/02681 48 4 0.099,0.061,0.012,0.062,0.037,0.679,0.046,0.167,0.138,0.195,0.114,0.235,0.057,0.028,0.371,0.319,0.349, 0.021,0.042,0.125,0.875,0.0,0.0,0.0,0.062,0.0,0.0,0.146,0.146,0.0,0.0,0.0,0.104,0.0,0.188,
/home/user/dataset/DFEW/image/02702 106 3 0.524,0.468,1.669,0.047,0.001,1.14,0.05,0.0,0.0,0.0,0.108,0.34,0.11,0.15,0.253,0.25,0.278, 0.33,0.236,0.802,1.0,0.0,0.038,0.075,0.0,0.0,0.0,0.123,0.132,0.0,0.0,0.274,0.425,0.0,0.33,
